id,numero_recolecta,nombre_cientifico,nombre_comun,habitat,datos_morfologicos,epoca_floracion,epoca_fructificacion,usos_tradicionales,note
887,POL-19298390-2024,Zea mays,Maíz,,"El maíz (Zea mays) o choclo es una especie de planta gramínea originaria de Mesoamérica. Su infrutescencia femenina se llama mazorca, elote o choclo y allí crecen granos comestibles.",,"Su infrutescencia femenina se llama mazorca, elote o choclo y allí crecen granos comestibles.",,
888,POL-9532FEDB-2023,Avicennia germinans,Mangle negro,"Avicennia germinans, llamado popularmente mangle blanco,​ mangle prieto o mangle negro,​ es un árbol de la familia Acanthaceae.​ Desempeña un papel clave en el ecosistema del manglar como barrera contra las mareas y resguardo, crianza y protección de la vida silvestre.","Avicennia germinans, llamado popularmente mangle blanco,​ mangle prieto o mangle negro,​ es un árbol de la familia Acanthaceae.​ Desempeña un papel clave en el ecosistema del manglar como barrera contra las mareas y resguardo, crianza y protección de la vida silvestre. Crece en regiones tropicales y subtropicales de América, en ambas costas, del Atlántico y del Pacífico, y en la costa del Atlántico de África tropical, donde prospera en las orillas arenosas.",Es común en áreas costeras de Texas y Florida y habita desde norte de Luisiana y Georgia en los Estados Unidos y por las costas hasta Sudamérica.,,,
889,POL-8F0872DE-2022,Delonix regia,Flaming,"En América Tropical se considera como especie exótica ornamental, por lo que tiene una distribución amplia.","Delonix regia, comúnmente llamado Chivato, Tabachín, Malinche, Árbol de Caballero, Árbol de fuego​, Ponciana Real,  flamboyant, flamboyán, Framboyán de Madagascar o Clavellino de Madagascar, entre otros nombres, es un árbol de la familia de las fabáceas. Es uno de los árboles más coloridos del mundo por sus flores rojas, anaranjadas, y por su follaje verde brillante puede llegar a medir hasta 12 m.","Es uno de los árboles más coloridos del mundo por sus flores rojas, anaranjadas, y por su follaje verde brillante puede llegar a medir hasta 12 m.",,"En América Tropical se considera como especie exótica ornamental, por lo que tiene una distribución amplia.",
890,POL-6C573C6D-2024,Eichhornia crassipes,Lirio acuático,Su abundancia cambia drásticamente las condiciones de los humedales.,"Quizás esté buscando el género Victoria de la familia de las ninfáceas. El jacinto de agua, lirio acuático, flor de bora, buchón de agua, camalote, aguapey, lechuguín,​ tarope, tarulla, taruya o  reyna (Eichhornia crassipes)  es una planta acuática de la familia de las Pontederiaceae.","El jacinto de agua, lirio acuático, flor de bora, buchón de agua, camalote, aguapey, lechuguín,​ tarope, tarulla, taruya o  reyna (Eichhornia crassipes)  es una planta acuática de la familia de las Pontederiaceae.",,"Es usada como planta medicinal, fertilizante de suelos y decorativa.",
891,POL-4B134629-2025,Zea mays,Maíz,,"El maíz (Zea mays) o choclo es una especie de planta gramínea originaria de Mesoamérica. Su infrutescencia femenina se llama mazorca, elote o choclo y allí crecen granos comestibles.",,"Su infrutescencia femenina se llama mazorca, elote o choclo y allí crecen granos comestibles.",,
892,POL-9F70CC08-2023,Rhizophora mangle,Mangle rojo,"Rhizophora mangle llamado comúnmente mangle rojo ​ es una especie vegetal de la familia Rhizophoraceae,​ la cual cuenta con alrededor de 120 especies distribuidas en 16 géneros, siendo el género Rhizophora el más conocido, dominando las partes más anegadas de los ecosistemas manglar y la zona intermareal.","Rhizophora mangle llamado comúnmente mangle rojo ​ es una especie vegetal de la familia Rhizophoraceae,​ la cual cuenta con alrededor de 120 especies distribuidas en 16 géneros, siendo el género Rhizophora el más conocido, dominando las partes más anegadas de los ecosistemas manglar y la zona intermareal. Es una especie adaptada a ambientes salinos y tolera mayor salinidad que los otros mangles y sirve de refugio a animales terrestres y acuáticos.​ El mangle rojo es uno de los árboles emblemáticos de Venezuela.​ Tiene múltiples usos desde maderable, medicinal, curtiente, para construcción y melífero.​​",,,"Es una especie adaptada a ambientes salinos y tolera mayor salinidad que los otros mangles y sirve de refugio a animales terrestres y acuáticos.​ El mangle rojo es uno de los árboles emblemáticos de Venezuela.​ Tiene múltiples usos desde maderable, medicinal, curtiente, para construcción y melífero.​​",
893,POL-EC4BB719-2024,Eichhornia crassipes,Lirio acuático,Su abundancia cambia drásticamente las condiciones de los humedales.,"Quizás esté buscando el género Victoria de la familia de las ninfáceas. El jacinto de agua, lirio acuático, flor de bora, buchón de agua, camalote, aguapey, lechuguín,​ tarope, tarulla, taruya o  reyna (Eichhornia crassipes)  es una planta acuática de la familia de las Pontederiaceae.","El jacinto de agua, lirio acuático, flor de bora, buchón de agua, camalote, aguapey, lechuguín,​ tarope, tarulla, taruya o  reyna (Eichhornia crassipes)  es una planta acuática de la familia de las Pontederiaceae.",,"Es usada como planta medicinal, fertilizante de suelos y decorativa.",
894,POL-E614862B-2024,Solanum lycopersicum,Tomate,,"Solanum lycopersicum, conocida comúnmente como tomate o tomatera es una especie de planta herbácea del género Solanum de la familia Solanaceae. Es una planta de importancia global por su uso como alimento.​ La planta es cultivada en el mundo entero para el consumo de su fruto, el tomate o jitomate, tanto fresco como procesado de diferentes maneras: salsa, puré, zumo, deshidratado, enlatado, etc.",,"Es una planta de importancia global por su uso como alimento.​ La planta es cultivada en el mundo entero para el consumo de su fruto, el tomate o jitomate, tanto fresco como procesado de diferentes maneras: salsa, puré, zumo, deshidratado, enlatado, etc.","Es una planta de importancia global por su uso como alimento.​ La planta es cultivada en el mundo entero para el consumo de su fruto, el tomate o jitomate, tanto fresco como procesado de diferentes maneras: salsa, puré, zumo, deshidratado, enlatado, etc.",
895,POL-87F445E4-2025,Piscidia piscipula,Jabín,"Piscidia piscipula, llamado comúnmente barbasco, palo de agua, jabil, jabín o chijol, es una especie de árbol tropical de tamaño mediano, de hojas caducas, nativa del sur de Florida, los Cayos de la Florida, Tejas, de Antillas y América Latina.","Piscidia piscipula, llamado comúnmente barbasco, palo de agua, jabil, jabín o chijol, es una especie de árbol tropical de tamaño mediano, de hojas caducas, nativa del sur de Florida, los Cayos de la Florida, Tejas, de Antillas y América Latina. El árbol tiene valor medicinal como analgésico y sedante.​ Piscidia piscipula fue descrita por (L.) Sarg.","Piscidia piscipula, llamado comúnmente barbasco, palo de agua, jabil, jabín o chijol, es una especie de árbol tropical de tamaño mediano, de hojas caducas, nativa del sur de Florida, los Cayos de la Florida, Tejas, de Antillas y América Latina.",,El árbol tiene valor medicinal como analgésico y sedante.​ Piscidia piscipula fue descrita por (L.) Sarg.,
896,POL-DCF11E1A-2024,Cordia dodecandra,Siricote,,"El siricote o ciricote (Cordia dodecandra)​es un árbol de la familia de las Boraginaceas, originario del sur de México, Guatemala y Belice. Es un árbol caducifolio de flores amarillo-rojizas que llega a crecer hasta 30 m de altura.",Es un árbol caducifolio de flores amarillo-rojizas que llega a crecer hasta 30 m de altura.,"Generalmente se cultiva con fines de ornamentación; además, su madera se usa para la fabricación de muebles y guitarras y como remedio casero contra resfriados; su fruta es comestible y sus hojas se usan con fines de limpieza.​","Generalmente se cultiva con fines de ornamentación; además, su madera se usa para la fabricación de muebles y guitarras y como remedio casero contra resfriados; su fruta es comestible y sus hojas se usan con fines de limpieza.​",
897,POL-55AACF1B-2022,Capsicum annuum,Chile,,"Capsicum annuum, llamado comúnmente pimiento morrón, pimiento dulce, chile morrón, ají morrón, ají dulce, locote o en algunos países pimentón, entre una multitud de localismos, es la especie más conocida, extendida y cultivada del género Capsicum, de la familia de las solanáceas. Todas las innumerables formas, tamaños, colores y sabores de sus frutos, descritos y nombrados en la cultura popular, corresponden en realidad a esta misma especie.",,"Todas las innumerables formas, tamaños, colores y sabores de sus frutos, descritos y nombrados en la cultura popular, corresponden en realidad a esta misma especie.",,
898,POL-BB4D0959-2023,Cordia dodecandra,Siricote,,"El siricote o ciricote (Cordia dodecandra)​es un árbol de la familia de las Boraginaceas, originario del sur de México, Guatemala y Belice. Es un árbol caducifolio de flores amarillo-rojizas que llega a crecer hasta 30 m de altura.",Es un árbol caducifolio de flores amarillo-rojizas que llega a crecer hasta 30 m de altura.,"Generalmente se cultiva con fines de ornamentación; además, su madera se usa para la fabricación de muebles y guitarras y como remedio casero contra resfriados; su fruta es comestible y sus hojas se usan con fines de limpieza.​","Generalmente se cultiva con fines de ornamentación; además, su madera se usa para la fabricación de muebles y guitarras y como remedio casero contra resfriados; su fruta es comestible y sus hojas se usan con fines de limpieza.​",
899,POL-54C67A44-2025,Solanum lycopersicum,Tomate,,"Solanum lycopersicum, conocida comúnmente como tomate o tomatera es una especie de planta herbácea del género Solanum de la familia Solanaceae. Es una planta de importancia global por su uso como alimento.​ La planta es cultivada en el mundo entero para el consumo de su fruto, el tomate o jitomate, tanto fresco como procesado de diferentes maneras: salsa, puré, zumo, deshidratado, enlatado, etc.",,"Es una planta de importancia global por su uso como alimento.​ La planta es cultivada en el mundo entero para el consumo de su fruto, el tomate o jitomate, tanto fresco como procesado de diferentes maneras: salsa, puré, zumo, deshidratado, enlatado, etc.","Es una planta de importancia global por su uso como alimento.​ La planta es cultivada en el mundo entero para el consumo de su fruto, el tomate o jitomate, tanto fresco como procesado de diferentes maneras: salsa, puré, zumo, deshidratado, enlatado, etc.",
900,POL-3ED5BDA0-2023,Cordia dodecandra,Siricote,,"El siricote o ciricote (Cordia dodecandra)​es un árbol de la familia de las Boraginaceas, originario del sur de México, Guatemala y Belice. Es un árbol caducifolio de flores amarillo-rojizas que llega a crecer hasta 30 m de altura.",Es un árbol caducifolio de flores amarillo-rojizas que llega a crecer hasta 30 m de altura.,"Generalmente se cultiva con fines de ornamentación; además, su madera se usa para la fabricación de muebles y guitarras y como remedio casero contra resfriados; su fruta es comestible y sus hojas se usan con fines de limpieza.​","Generalmente se cultiva con fines de ornamentación; además, su madera se usa para la fabricación de muebles y guitarras y como remedio casero contra resfriados; su fruta es comestible y sus hojas se usan con fines de limpieza.​",
901,POL-11A9DDE8-2022,Cordia dodecandra,Siricote,,"El siricote o ciricote (Cordia dodecandra)​es un árbol de la familia de las Boraginaceas, originario del sur de México, Guatemala y Belice. Es un árbol caducifolio de flores amarillo-rojizas que llega a crecer hasta 30 m de altura.",Es un árbol caducifolio de flores amarillo-rojizas que llega a crecer hasta 30 m de altura.,"Generalmente se cultiva con fines de ornamentación; además, su madera se usa para la fabricación de muebles y guitarras y como remedio casero contra resfriados; su fruta es comestible y sus hojas se usan con fines de limpieza.​","Generalmente se cultiva con fines de ornamentación; además, su madera se usa para la fabricación de muebles y guitarras y como remedio casero contra resfriados; su fruta es comestible y sus hojas se usan con fines de limpieza.​",
902,POL-696107BC-2024,Cordia dodecandra,Siricote,,"El siricote o ciricote (Cordia dodecandra)​es un árbol de la familia de las Boraginaceas, originario del sur de México, Guatemala y Belice. Es un árbol caducifolio de flores amarillo-rojizas que llega a crecer hasta 30 m de altura.",Es un árbol caducifolio de flores amarillo-rojizas que llega a crecer hasta 30 m de altura.,"Generalmente se cultiva con fines de ornamentación; además, su madera se usa para la fabricación de muebles y guitarras y como remedio casero contra resfriados; su fruta es comestible y sus hojas se usan con fines de limpieza.​","Generalmente se cultiva con fines de ornamentación; además, su madera se usa para la fabricación de muebles y guitarras y como remedio casero contra resfriados; su fruta es comestible y sus hojas se usan con fines de limpieza.​",
903,POL-DB7EE01B-2023,Plumeria rubra,Flor de mayo,"Plumeria rubra, de nombre común cacaloxóchitl, cacalosúchil, flor de mayo y franchipán, entre otros, es una especie del género Plumeria oriunda de México, América Central y Venezuela y ampliamente cultivada en zonas tropicales y subtropicales de todo el mundo,además de ser la Flor Nacional de Nicaragua.","Plumeria rubra, de nombre común cacaloxóchitl, cacalosúchil, flor de mayo y franchipán, entre otros, es una especie del género Plumeria oriunda de México, América Central y Venezuela y ampliamente cultivada en zonas tropicales y subtropicales de todo el mundo,además de ser la Flor Nacional de Nicaragua.","Plumeria rubra, de nombre común cacaloxóchitl, cacalosúchil, flor de mayo y franchipán, entre otros, es una especie del género Plumeria oriunda de México, América Central y Venezuela y ampliamente cultivada en zonas tropicales y subtropicales de todo el mundo,además de ser la Flor Nacional de Nicaragua.",,,
904,POL-C433DCD4-2023,Bougainvillea spectabilis,Bugambilia,,Bougainvillea spectabilis es una planta trepadora de la familia Nyctaginaceae. Es originaria de Brasil donde se encuentra en la Amazonia y la Mata Atlántica.​,,,,
905,POL-3B08ED3D-2023,Zea mays,Maíz,,"El maíz (Zea mays) o choclo es una especie de planta gramínea originaria de Mesoamérica. Su infrutescencia femenina se llama mazorca, elote o choclo y allí crecen granos comestibles.",,"Su infrutescencia femenina se llama mazorca, elote o choclo y allí crecen granos comestibles.",,
906,POL-0FAC2B24-2025,Roystonea regia,Palma real cubana,,"Roystonea regia, conocida como palma real, es una especie de  palma cuya altura, elegancia y fácil cultivo la ha convertido en una de los árboles utilizados como ornamental más común en el mundo. Es también el más simbólico de los campos de Cuba,  donde es reconocido como árbol nacional.",,,"Roystonea regia, conocida como palma real, es una especie de  palma cuya altura, elegancia y fácil cultivo la ha convertido en una de los árboles utilizados como ornamental más común en el mundo.",
907,POL-1DE6FE8B-2024,Pistia stratiotes,Lechuga de agua,,Pistia stratiotes es la única especie del género monotípico Pistia. Esta planta acuática de la familia Araceae es llamada comúnmente repollito del agua o lechuga de agua.,,,,
908,POL-8FD2AE88-2022,Monstera deliciosa,Costilla de Adán,"Monstera deliciosa, llamada comúnmente cerimán o costilla de Adán, es una especie de planta trepadora de la familia Araceae, endémica de selvas tropicales, que se distribuye desde el centro y sur de México hasta el norte de Argentina.[cita requerida]","Monstera deliciosa, llamada comúnmente cerimán o costilla de Adán, es una especie de planta trepadora de la familia Araceae, endémica de selvas tropicales, que se distribuye desde el centro y sur de México hasta el norte de Argentina.[cita requerida]",,,,
909,POL-E9397A11-2023,Bursera simaruba,Chaká,"El palo mulato (Bursera simaruba), también conocido como chacaj,​ carate,​ indio desnudo, jiote, jiñocuabo, chaká, encuero o almácigo, es un árbol de la familia Burseraceae, nativo de regiones tropicales de América desde el sudeste de Estados Unidos (sur de Florida), México, América Central, Cuba, las Antillas, Brasil, Colombia y Venezuela.","El palo mulato (Bursera simaruba), también conocido como chacaj,​ carate,​ indio desnudo, jiote, jiñocuabo, chaká, encuero o almácigo, es un árbol de la familia Burseraceae, nativo de regiones tropicales de América desde el sudeste de Estados Unidos (sur de Florida), México, América Central, Cuba, las Antillas, Brasil, Colombia y Venezuela. Su tronco es resinoso y aromático, y su corteza rojiza o verdosa, la cual se desprende en capas.","El palo mulato (Bursera simaruba), también conocido como chacaj,​ carate,​ indio desnudo, jiote, jiñocuabo, chaká, encuero o almácigo, es un árbol de la familia Burseraceae, nativo de regiones tropicales de América desde el sudeste de Estados Unidos (sur de Florida), México, América Central, Cuba, las Antillas, Brasil, Colombia y Venezuela.",,,
910,POL-1E067F42-2025,Aloe vera,Sábila,"Con unas quinientas (500) especies, el aloe está ampliamente distribuido y se considera una especie invasora en muchas regiones del mundo.​​
Es una planta de hoja perenne, probablemente se originó en la península arábiga, pero crece de forma silvestre en climas tropicales, semitropicales y áridos de todo el mundo.​ Se cultiva para productos comerciales, principalmente como tratamiento tópico utilizado durante siglos.​​ La especie es atractiva con fines decorativos y tiene éxito en interiores como planta de maceta.​
Se utiliza en muchos productos de consumo, incluidas bebidas, lociones para la piel, cosméticos, ungüentos o en forma de gel para quemaduras menores y quemaduras solares.","Aloe vera, también llamada sábila, es una especie suculenta de la familia Asphodelaceae. Con unas quinientas (500) especies, el aloe está ampliamente distribuido y se considera una especie invasora en muchas regiones del mundo.​​
Es una planta de hoja perenne, probablemente se originó en la península arábiga, pero crece de forma silvestre en climas tropicales, semitropicales y áridos de todo el mundo.​ Se cultiva para productos comerciales, principalmente como tratamiento tópico utilizado durante siglos.​​ La especie es atractiva con fines decorativos y tiene éxito en interiores como planta de maceta.​
Se utiliza en muchos productos de consumo, incluidas bebidas, lociones para la piel, cosméticos, ungüentos o en forma de gel para quemaduras menores y quemaduras solares.",,,,
911,POL-252CA75B-2022,Conocarpus erectus,Mangle botoncillo,"El mangle botoncillo o mangle zaragoza (Conocarpus erectus) es un árbol de la familia Combretaceae que crece en las costas, en las regiones tropicales y subtropicales de todo el mundo, incluyendo Florida, las Bermudas, las Bahamas, el Caribe, Centroamérica y desde el sur de México hasta Brasil en la costa atlántica y de México a Ecuador en la costa del Pacífico, así como en África occidental, Melanesia y Polinesia.","El mangle botoncillo o mangle zaragoza (Conocarpus erectus) es un árbol de la familia Combretaceae que crece en las costas, en las regiones tropicales y subtropicales de todo el mundo, incluyendo Florida, las Bermudas, las Bahamas, el Caribe, Centroamérica y desde el sur de México hasta Brasil en la costa atlántica y de México a Ecuador en la costa del Pacífico, así como en África occidental, Melanesia y Polinesia. Es una de las dos especies de mangles pertenecientes al género Conocarpus.","El mangle botoncillo o mangle zaragoza (Conocarpus erectus) es un árbol de la familia Combretaceae que crece en las costas, en las regiones tropicales y subtropicales de todo el mundo, incluyendo Florida, las Bermudas, las Bahamas, el Caribe, Centroamérica y desde el sur de México hasta Brasil en la costa atlántica y de México a Ecuador en la costa del Pacífico, así como en África occidental, Melanesia y Polinesia.",,,
912,POL-4C7C99EF-2024,Delonix regia,Flaming,"En América Tropical se considera como especie exótica ornamental, por lo que tiene una distribución amplia.","Delonix regia, comúnmente llamado Chivato, Tabachín, Malinche, Árbol de Caballero, Árbol de fuego​, Ponciana Real,  flamboyant, flamboyán, Framboyán de Madagascar o Clavellino de Madagascar, entre otros nombres, es un árbol de la familia de las fabáceas. Es uno de los árboles más coloridos del mundo por sus flores rojas, anaranjadas, y por su follaje verde brillante puede llegar a medir hasta 12 m.","Es uno de los árboles más coloridos del mundo por sus flores rojas, anaranjadas, y por su follaje verde brillante puede llegar a medir hasta 12 m.",,"En América Tropical se considera como especie exótica ornamental, por lo que tiene una distribución amplia.",
913,POL-10C3EC91-2023,Philodendron spp.,Filodendro,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
914,POL-B8251AAC-2023,Delonix regia,Flaming,"En América Tropical se considera como especie exótica ornamental, por lo que tiene una distribución amplia.","Delonix regia, comúnmente llamado Chivato, Tabachín, Malinche, Árbol de Caballero, Árbol de fuego​, Ponciana Real,  flamboyant, flamboyán, Framboyán de Madagascar o Clavellino de Madagascar, entre otros nombres, es un árbol de la familia de las fabáceas. Es uno de los árboles más coloridos del mundo por sus flores rojas, anaranjadas, y por su follaje verde brillante puede llegar a medir hasta 12 m.","Es uno de los árboles más coloridos del mundo por sus flores rojas, anaranjadas, y por su follaje verde brillante puede llegar a medir hasta 12 m.",,"En América Tropical se considera como especie exótica ornamental, por lo que tiene una distribución amplia.",
915,POL-2D036926-2023,Mentha spicata,Menta,,"Mentha spicata, conocida popularmente como hierbabuena, yerbabuena o menta de jardín, es una especie del género Mentha, una hierba aromática muy empleada en gastronomía y perfumería por su aroma intenso y fresco.",,,,
916,POL-9B947DBD-2024,Rhizophora mangle,Mangle rojo,"Rhizophora mangle llamado comúnmente mangle rojo ​ es una especie vegetal de la familia Rhizophoraceae,​ la cual cuenta con alrededor de 120 especies distribuidas en 16 géneros, siendo el género Rhizophora el más conocido, dominando las partes más anegadas de los ecosistemas manglar y la zona intermareal.","Rhizophora mangle llamado comúnmente mangle rojo ​ es una especie vegetal de la familia Rhizophoraceae,​ la cual cuenta con alrededor de 120 especies distribuidas en 16 géneros, siendo el género Rhizophora el más conocido, dominando las partes más anegadas de los ecosistemas manglar y la zona intermareal. Es una especie adaptada a ambientes salinos y tolera mayor salinidad que los otros mangles y sirve de refugio a animales terrestres y acuáticos.​ El mangle rojo es uno de los árboles emblemáticos de Venezuela.​ Tiene múltiples usos desde maderable, medicinal, curtiente, para construcción y melífero.​​",,,"Es una especie adaptada a ambientes salinos y tolera mayor salinidad que los otros mangles y sirve de refugio a animales terrestres y acuáticos.​ El mangle rojo es uno de los árboles emblemáticos de Venezuela.​ Tiene múltiples usos desde maderable, medicinal, curtiente, para construcción y melífero.​​",
917,POL-84DA618C-2024,Astrocaryum mexicanum,Chocho,,Astrocaryum mexicanum es una especie de planta de la familia de las palmeras (Arecaceae). Astrocaryum mexicanum fue descrita por Liebm.,,,,
918,POL-94F9BAAF-2023,Piscidia piscipula,Jabín,"Piscidia piscipula, llamado comúnmente barbasco, palo de agua, jabil, jabín o chijol, es una especie de árbol tropical de tamaño mediano, de hojas caducas, nativa del sur de Florida, los Cayos de la Florida, Tejas, de Antillas y América Latina.","Piscidia piscipula, llamado comúnmente barbasco, palo de agua, jabil, jabín o chijol, es una especie de árbol tropical de tamaño mediano, de hojas caducas, nativa del sur de Florida, los Cayos de la Florida, Tejas, de Antillas y América Latina. El árbol tiene valor medicinal como analgésico y sedante.​ Piscidia piscipula fue descrita por (L.) Sarg.","Piscidia piscipula, llamado comúnmente barbasco, palo de agua, jabil, jabín o chijol, es una especie de árbol tropical de tamaño mediano, de hojas caducas, nativa del sur de Florida, los Cayos de la Florida, Tejas, de Antillas y América Latina.",,El árbol tiene valor medicinal como analgésico y sedante.​ Piscidia piscipula fue descrita por (L.) Sarg.,
919,POL-88E8E093-2024,Anthurium spp.,Anturio,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
920,POL-F0B342F7-2023,Thymus vulgaris,Tomillo,,"El tomillo común (Thymus vulgaris), también tomillo vulgar o simplemente tomillo es un arbusto de la familia de las labiadas ampliamente usado en gastronomía y medicina. Se caracteriza por sus aceites esenciales que producen un olor aromático agradable e intenso, con el que atrae a polinizadores de Diptera e Hymenoptera.​​ Entre las diversas propiedades medicinales que tiene el tomillo se pueden mencionar que es digestivo, antiséptico y vigorizante.​​
Se considera una de las «hierbas mediterráneas», un grupo de plantas aromáticas que se usan en las cocinas tradicionales del Mediterráneo, junto con el romero, el orégano, la mejorana, la albahaca, etcétera.​ El tomillo vulgar se ha adaptado a otros ecosistemas en América, África y Asia.​ No se debe confundir el tomillo vulgar con el tomillo limón (T.",,,"El tomillo común (Thymus vulgaris), también tomillo vulgar o simplemente tomillo es un arbusto de la familia de las labiadas ampliamente usado en gastronomía y medicina.",
921,POL-10283AB7-2024,Cordia dodecandra,Siricote,,"El siricote o ciricote (Cordia dodecandra)​es un árbol de la familia de las Boraginaceas, originario del sur de México, Guatemala y Belice. Es un árbol caducifolio de flores amarillo-rojizas que llega a crecer hasta 30 m de altura.",Es un árbol caducifolio de flores amarillo-rojizas que llega a crecer hasta 30 m de altura.,"Generalmente se cultiva con fines de ornamentación; además, su madera se usa para la fabricación de muebles y guitarras y como remedio casero contra resfriados; su fruta es comestible y sus hojas se usan con fines de limpieza.​","Generalmente se cultiva con fines de ornamentación; además, su madera se usa para la fabricación de muebles y guitarras y como remedio casero contra resfriados; su fruta es comestible y sus hojas se usan con fines de limpieza.​",
922,POL-F0E93908-2022,Anthurium spp.,Anturio,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
923,POL-A080CFCD-2023,Heliconia spp.,Heliconia,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
924,POL-D5BF6D67-2022,Avicennia germinans,Mangle negro,"Avicennia germinans, llamado popularmente mangle blanco,​ mangle prieto o mangle negro,​ es un árbol de la familia Acanthaceae.​ Desempeña un papel clave en el ecosistema del manglar como barrera contra las mareas y resguardo, crianza y protección de la vida silvestre.","Avicennia germinans, llamado popularmente mangle blanco,​ mangle prieto o mangle negro,​ es un árbol de la familia Acanthaceae.​ Desempeña un papel clave en el ecosistema del manglar como barrera contra las mareas y resguardo, crianza y protección de la vida silvestre. Crece en regiones tropicales y subtropicales de América, en ambas costas, del Atlántico y del Pacífico, y en la costa del Atlántico de África tropical, donde prospera en las orillas arenosas.",Es común en áreas costeras de Texas y Florida y habita desde norte de Luisiana y Georgia en los Estados Unidos y por las costas hasta Sudamérica.,,,
925,POL-391AAD03-2024,Zea mays,Maíz,,"El maíz (Zea mays) o choclo es una especie de planta gramínea originaria de Mesoamérica. Su infrutescencia femenina se llama mazorca, elote o choclo y allí crecen granos comestibles.",,"Su infrutescencia femenina se llama mazorca, elote o choclo y allí crecen granos comestibles.",,
926,POL-3C83034B-2022,Ocimum basilicum,Albahaca,"Ocimum basilicum es una hierba aromática anual de la familia de las lamiáceas nativa de las regiones tropicales de África Central y el sudeste asiático, que se cultiva desde hace milenios.​ Es una planta tierna y se utiliza en cocinas de todo el mundo.","Ocimum basilicum es una hierba aromática anual de la familia de las lamiáceas nativa de las regiones tropicales de África Central y el sudeste asiático, que se cultiva desde hace milenios.​ Es una planta tierna y se utiliza en cocinas de todo el mundo. Hay muchas variedades de Ocimum basilicum, así como varias especies relacionadas.","thyrsiflora), Ocimum × citriodorum y el tulsí.",,,
927,POL-50E765C6-2023,Delonix regia,Flaming,"En América Tropical se considera como especie exótica ornamental, por lo que tiene una distribución amplia.","Delonix regia, comúnmente llamado Chivato, Tabachín, Malinche, Árbol de Caballero, Árbol de fuego​, Ponciana Real,  flamboyant, flamboyán, Framboyán de Madagascar o Clavellino de Madagascar, entre otros nombres, es un árbol de la familia de las fabáceas. Es uno de los árboles más coloridos del mundo por sus flores rojas, anaranjadas, y por su follaje verde brillante puede llegar a medir hasta 12 m.","Es uno de los árboles más coloridos del mundo por sus flores rojas, anaranjadas, y por su follaje verde brillante puede llegar a medir hasta 12 m.",,"En América Tropical se considera como especie exótica ornamental, por lo que tiene una distribución amplia.",
928,POL-77AAD206-2023,Ceiba pentandra,Ceiba,"En algunas zonas al árbol y la fibra que se obtiene de las semillas se les llama en inglés como kapok, nombre derivado del malayo que originalmente se aplicaba a Bombax ceiba, nativo de Asia tropical.​ Es originario de la región de Mesoamérica y se distribuye mundialmente por la zona intertropical.​​ Se cultiva en plantaciones para la obtención de fibra y aceite, así como también se utiliza de forma ornamental, en la reforestación y la carpintería.​","Ceiba pentandra, llamado comúnmente ceiba, ceibo, pochote, huimba, o yaxché,​ es un árbol de la familia Malvaceae​ (anteriormente perteneciente a la familia Bombacaceae). En algunas zonas al árbol y la fibra que se obtiene de las semillas se les llama en inglés como kapok, nombre derivado del malayo que originalmente se aplicaba a Bombax ceiba, nativo de Asia tropical.​ Es originario de la región de Mesoamérica y se distribuye mundialmente por la zona intertropical.​​ Se cultiva en plantaciones para la obtención de fibra y aceite, así como también se utiliza de forma ornamental, en la reforestación y la carpintería.​",,"En algunas zonas al árbol y la fibra que se obtiene de las semillas se les llama en inglés como kapok, nombre derivado del malayo que originalmente se aplicaba a Bombax ceiba, nativo de Asia tropical.​ Es originario de la región de Mesoamérica y se distribuye mundialmente por la zona intertropical.​​ Se cultiva en plantaciones para la obtención de fibra y aceite, así como también se utiliza de forma ornamental, en la reforestación y la carpintería.​","En algunas zonas al árbol y la fibra que se obtiene de las semillas se les llama en inglés como kapok, nombre derivado del malayo que originalmente se aplicaba a Bombax ceiba, nativo de Asia tropical.​ Es originario de la región de Mesoamérica y se distribuye mundialmente por la zona intertropical.​​ Se cultiva en plantaciones para la obtención de fibra y aceite, así como también se utiliza de forma ornamental, en la reforestación y la carpintería.​",
929,POL-72DC7FF4-2025,Anthurium spp.,Anturio,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
930,POL-263DE830-2024,Thymus vulgaris,Tomillo,,"El tomillo común (Thymus vulgaris), también tomillo vulgar o simplemente tomillo es un arbusto de la familia de las labiadas ampliamente usado en gastronomía y medicina. Se caracteriza por sus aceites esenciales que producen un olor aromático agradable e intenso, con el que atrae a polinizadores de Diptera e Hymenoptera.​​ Entre las diversas propiedades medicinales que tiene el tomillo se pueden mencionar que es digestivo, antiséptico y vigorizante.​​
Se considera una de las «hierbas mediterráneas», un grupo de plantas aromáticas que se usan en las cocinas tradicionales del Mediterráneo, junto con el romero, el orégano, la mejorana, la albahaca, etcétera.​ El tomillo vulgar se ha adaptado a otros ecosistemas en América, África y Asia.​ No se debe confundir el tomillo vulgar con el tomillo limón (T.",,,"El tomillo común (Thymus vulgaris), también tomillo vulgar o simplemente tomillo es un arbusto de la familia de las labiadas ampliamente usado en gastronomía y medicina.",
